,LHA11561.0001.1.1.2.1.ZZX6GV14_S1,LHA11561.0002.1.1.2.2.ZZX6GWU2_S2,LHA11561.0003.1.1.2.3.ZZX6GYKK_S3,LHA11561.0004.1.1.2.4.ZZX6H0B2_S4,LHA11561.0005.1.1.6.1.ZZX6GV40_S5,LHA11561.0007.1.1.6.3.ZZX6GYNC_S7,LHA11561.0008.1.1.6.4.ZZX6H0DU_S8,LHA11561.0009.1.1.7.1.ZZX6GV4Q_S9,LHA11561.0010.1.1.7.2.ZZX6GWXJ_S10,LHA11561.0011.1.1.7.3.ZZX6GYO1_S11,LHA11561.0012.1.1.7.4.ZZX6H0EJ_S12,LHA11561.0013.1.1.18.1.ZZX6GVCO_S13,LHA11561.0014.1.1.18.2.ZZX6GX56_S14,LHA11561.0015.1.1.18.3.ZZX6GYVO_S15,LHA11561.0016.1.1.18.4.ZZX6H0M6_S16
1c186f13714316bebad25cc1b4ab6283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913d02b2340775c37c219ae354f6fd1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
babadecd0d29c25f04394565a1cef9ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4995bfa40bedb6cd1ce33872816b938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6ad15240bb3d4c234b96f880a355c9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43f478b881d80a0cb3b824a262393c47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33d9ef23281a2642f78c61deaf093ef7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa9e70082a199be78bc877a8879b0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170a90c2304f4a853604477d485b8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584d66b186e4896f9555b7bd3123bbb,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
cbf9a00eb2221644c40421f9a945510c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50f5403694e8a42ec5f93632b8aebccf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b15911c3442f1d4540a9845cd1f16b46,0,0,0,0,0,0,0,50,33,0,0,0,0,0,0
c32f0fbf6b907d3f60a8b9547c256453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59da35adef19e3fa18430c660f2dc396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aec53e6df7f57d8701ca718f81a8660d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d96b550bdba494fd992a4d4933720f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598b3837e246662565384071d52f32b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a1b36bc964ad6a131397b4f937058d8,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
814cc9b04460bfb83f42d756688c21a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9b069955100b4b8db9e90017edea254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e22ff2781d16d029461bd050f31fa03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b8395a6bf0f84d1064597d363670c21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dca586bda059dc1d1510eb92d04a9cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457e385b53c11e84a68672dda0da676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8fc4fd336debddc73c9c6ef8eb599a93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afe384010ca0a0c115edbadcc0728610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a88ea039d0aa3e0c1195b84dc1c84c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181d1f7754f29c061073b17bd8d2e4c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a2646f462fcc7f13c26aa1ff8bcd7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aca781d98807794d5b894f1c7ae86c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d95c2fbf28c8502f7ab795971dac62a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4845aa4f4618ca9dd62ccb1957f2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe5f5e27e196573e3e34f50478483ca1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9aefe892e73304410a32c8b5e166bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214118c427a181fe7137bb68c825d45e,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13
e1ee4c90b74fa073e34ba280acb076fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939b7d57c2f0113e9bcf4193d39bb5d9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ce03368df80d7ec5703b891ce1577708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19427bfe22a453833dc100657987984c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a6a1f4c58572a9de65d6ce565d9f20c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f4834cc5d72aec8e05a91babc4b1ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82338099e423fedd6b7da54dc3c4b92e,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
02e5cbcbf72eebd190cf4339bd62b1c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712bec7f5b94be4cfef2d0133b8829e,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
170b2eeb2fe050983ca7ac2da9c1b685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bcbf41ef34044858ed6f21b62a65b79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdf0d22eb8641962377f7693fe84cfdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa2d7f76ad8a2157a9b7f980ee92abf0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbc8b889fc90bf6b7020543e6d07d65b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ebf34713adbab8c1534c8715ccfd78f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999096c95802c837c3a7b06ede4729ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589e2a0e7a4ab90939a4bce1aedeb037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392a84554d443c946eb2302e2b647ad2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a396cd648050c239e37588643ff6ad7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412101bca8ce9f9600d64cd4708ac30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954cbab2424ea4c552928a44b314d0e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6d48cc9e4ba91c7def28f48b44130cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a11cdc1d82d93bec99c8782b44b26c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50c343ea8c8cc056c65621d10a646784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95005d2c51460ccb93f4872f1d4f9492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcb58e73ed8b173bb152d98cec97d831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f45544ae0a66d940b0e723c0d7fba620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17b56469fe822c0ad618ab063e2e2bfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365e589a20a10979cf7c51b79a139b74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044c8300ef379b87fd38e6f911db5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9af9169f6b305f74603f134e0ebce953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de55ae27b3a6837d20ef8347c02445c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b834d0180c2dc1b2ec076a43b2806ed7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653c4078ad93f61ccec036540f18ace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f4a5a7ab491ce1833d99c0102238120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9cd1bc03b0a1dd9c44f34d3d66938a7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddaa3cd014fa44274a22b31c84a2b5da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc4d67839ef761a16dc2ff061c44637c,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
f486df78810093c18dcdd461cda1ea12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13991831cee1d39671ea66b2a6ad7515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497fc52651d3f1a49a7d944b6f99b880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea8a73b66d2ab63510218392cbf7881d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe8f22dbc26b1fea176d1c9837ef6ebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17400196452de7d918d919409a4d16a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17957e42f3502ab01b2d0cbc7c9bc738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6583d94aaee5d2a27475d415834a0bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84e28d5f4ca9bf82f04b57c7ee0f14b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceba9c321b0537773ea78f796e910f1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846bd03c4f19686bc0725d84b4b1c75f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0adb4f4e52e69aa4743ced75b77b8f89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f250b077c472f77091dd264820f6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0ba85c2ccdf24117b0f297784f867b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcaff456b4ff970ad1ac9823104c1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aa809720f2fa7412b09b3c84336a958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c2a91ff50d2e77bfb939d786d8834ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8bf94c0790d3a22ef98d012c52844d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a61bf128efef872f68e565fc41aef71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27d04d7c8c4914d8ebb0759c2c1f8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a1e0c9f05f691284d396a2585d14501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f003de150e084ec9c47197a00402e78b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063a421d46d583433dfa2e0c0e3522bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a53b2031610fbe4c8f3781a2601b0a95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18c0360418288afdc554e75a3596236c,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
e632817d739e07babff96cd7325b3edb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1f518af506305095395c87beb5cd525,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2dc426ef59d313554e453e65799e3d0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5449b5e9990ed39cffac20877857f5ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9eec41d61f4203b5f1e5725d01d64859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a41a6a4f3aadaf4878ab66f5bbe9d5a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cbd069d07c9b55539758e996d8da3d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8cdff1bbc879b32ae1a9e287ef9cc3b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bac19f8280168e5f7eaaa01b3756c61a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f98c0d2e9201b18868fb58796f9597b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0196102bc111938ab46a8b3aad91991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b462087de416d99b0bc3d9bcd051227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
befcf4038c2ff943527bb8c0b71941fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27442d571af0dce44225359068dc3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f8b0d4a0e2a34b7f62b134c24f121a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c13413695cef04eb9d97ea7a888f07b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d455181d7aa98d012c6dc6786d74c298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1c9de3d400655e07212c3300f8d56d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adb2141bf9a681d47f998493e7a05d7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f6032b9adcde41161124e535df5f423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a770fb7123de7db83c7a963f9225708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e8a065936e41a22666d54279b0e9943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c22b2d1f0ca13e243d62aef7931dd5ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be88c0c9751be9373f153c8023456c7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd81bb4031bc637925029c7233b089b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88631b093bfa020ac4f139ae7c1bbf70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9dc1950c33241c7c98aca078caf65979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69387753768ca7de2e287e254f937566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8803af5b806f1496a12ec64bd8b89879,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5433bff6b5722ff04dc1fde43606255f,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0
5a62701595ace0dee13c414f2635e83e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383c0c4a4e7aa61ed8035c782023a483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267c8a86ba79f013ceb82bcbeb006767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83108620e2f40aeb7357edfe7d6822c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bb1529a014442d2c90b3de080cff793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dc4eacbbb3e26c226a1d57003558650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8321d543b391d2a99ab424c60fe0c0be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e26b19ba552d64a71d7187d351ae4e01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45f34c5f80225aeffd1382561bfa98fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65ce0412167c544aadfba93a09c32644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a7d15fcd5550efc743409b361ff82c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7c462e5d54742e3f2387f896451cde2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e4fb89841842cdf0b552cec563bf44e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cde6eb62eecc0ca5ba30986633409c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfb476d5f450458060589824018c4e5b,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
4695dd639d90a35c0c10b578c591afb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b66cac9940fa15804bafdf0ba1a0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251808bcde62c1b1ef572caa7fed502c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8da144c0a43a1d4ccd2e01c5f62ca999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c402e9d0887fc20067740145c8293f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522a71e2725610cf3d4722b7328ac9fa,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
7e4a17c788f5ac4f09abf4808da75968,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
cfdef7991e31de2e4f317a30e68093a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6abe73cc62fb58f654b8d4dd9347d10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c01e3a149b06aaf347bc6f9a8203d1b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019db0850c97a7757b3660e49925685c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e20d919b61672d20a153415e5e2c3a26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80b747548fc2dc1faaee8351848ba11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aca1f5ad6878b5bb70860aa94b647381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f509d6b2b90b0990a34d829ccf1e51e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00886d521f485ef7065db69fcec22b0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70578ba6a4fb994b52280b182f273abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fc204ddd71faa49d6042aaa640232b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e1929b4eae0356f0b4478a32b6fb897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334086f65d53ca03d1f51ff6824c653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce489c20d90dd6b55c3fba85c796deeb,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
ce93942bbc48dc0696483a8fd705f621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af1d10112c231eb08175f3c0347db665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a20542782c084a4ef5477d1f2caaa9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f8c67c395185f0f1cbc42e6d0eda88f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df2972fcb475b920edbd1605e30e9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16b1e4eebcab3b04b343822c2a611054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c23aa309de1ad5d074e93af732f3cf4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b1412aa638694687f0018ae37f3127b,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
4128b89465f8e3033d52e2fb2b6fd437,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
75a7744b7c8fc920df1503ea3575b062,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
e87248f4c1e32c879d15bdb7093d1c13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdddb052283c96212c78ad7393a0d9fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28244a1a07863f0d6dcc5d47b64969e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50f0e73d4315f450c0b1934c1ce2a2e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06668e7c3896773025ba99c934add4e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c4c8088e4f776b57174017a91bf754e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63fee9a06f47ff4c770e86633dde11e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9445afb6d27a936d0f71df503ece5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927dfb8abf64ea8b4e50ab036dd994c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8ab999412897f0c9739829bb2079dad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37a60a789f59b22cf51c1623bd3b49fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad1626fb99dc8f204e9c3ffd0b79ca6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df82d52902a1dbb7e725c7c297b5866e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fabc8c52774eda37f3f80cd597fe01b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67728c7c2c7579cc79a49fd7bd333214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fafc3ab3f686cd3ea009d415962fb281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693373bdd99367bf2a398ffc0a7de554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd2f46112dd94a06b5f0a5d0e7a8f6b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b42f1264e805baf6266a6e5663e249b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7df8e1ee622b02f3810e4521be68c9d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c77c32ed0a1af673e749f18ff2f3e2c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995bc7e2e2ccf9903b0845f90a01ecd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f87956eefffece86ae47addd64a4d7e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574fe0357476657f0867f8cf0bf14182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fac6f10fb02867ea8a4b7ad855367e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d203bf518a38286d29b4fa57316a1e74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00f0bc1468466a785fe62d671fa12897,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2394c79a07f1ca1ef9c08cd57606e65e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b0a818a98e02b347c2fdac7ff14c420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f1041d442ce4f39ada793781cec8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b8e8240e8765bda5fe9e3592101a6d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89373dc39883d689b1399ba94f07d03f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d49205547b075efad41c5946b825f115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69028f08b60b6357306e0205cbbede65,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
4a1816a61f332f3e79c79adbcfbcedf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6672e630514e77798c3c427d3eb3e54a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352008024c2494b6ee0ddf996dd6b509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e5f87fbfa0931503da628430a932f0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6902d1db1ef3bfb25fb8202ddd721b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a511398b4ea542499e2acc4362f4a5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0956b3e6cc4df62c1dc8e85fda1628ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c138426f12831b653d1e8d4508388730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170439e5773532c49e749159932911ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851c9cda818c1e9dbcb11848d3e32793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc2fa7a7d9f0cb69a39d7adce3dea8ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad9e7728623eadc6a8a6702576310213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff1e73c7f57688bf956864cb1d170438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cca63a098fd5dc2f3a2594b450fef41d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee363733216de65e81fd547b2cd2b30f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15c4d6bb8952e4102aa566e63f0a3efc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88da24a9cf567c78a7c4ebd387612c54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1b1c26d5b5449ef8236156f74062f60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375db10d1087532641c2d79f6fbf5ead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b0274bc96b64c9634efba00fce8c018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dc516c5aadcbb0a1b9bd44a8934a572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6abb58e28afa32c6e657330d351a4af4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7632a7822a1b928285bfbf84fd1d7b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7dc894a1c6403330488362ca022af1e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d1610e73accd544a7b9645cea7e69c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17f39d0a00f1e53dc2ad67530e2473b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98dc06108ccbb45af78a97446800e34d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88236b4385993a7ac9cad3c2f896e015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cecaf2cb11abd9407ef7d4ce75f62bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435f4676f180a87dd3e6746258838ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b33e30fdb0a82612530caa8a9b465c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78fb2f18e41d9600614ea50ee90c055d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41b01d30e5b2cdb9ebf2347215df6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909dd8951418940a92a86aa58d645977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7251739ab5b7c363c23abd756f4798f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34f7e97f12e9a82362a623c73e5d2472,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
17c9871f53103716b9ad48ed21edc6b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecee275e01623843866da24887f120fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539ebf18449e1f49adcdbaf9409b7c0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d319c47e3f53ab88ef44d70cbc7760f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa24cbd96b1379e52600eb79b7d85a7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788bc35539f2bd2e10bf65e35b61bbb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c477c8c22b36fa60fbfd353fe594768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01389ac893e519d6fd46ced7b7d84ff7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205fdf9d3a9bb4edb7b156d06ddf7786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91156c117dfb14f83ac63483267b3d2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416992baa643139a218776003845afa9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f34a49b99153065c999f18a4d02a160b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07f5fd15a6929b08990b4db2faf082b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3db7b55dc6d8462137343ef0cd4e69c,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
44a1e501594b7d4cae479d73a1762afe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660bb921917aaee2434c8d7dbaf45952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
